Frame,Visibility,X,Y
550,1,341,319
551,1,339,309
552,1,339,298
553,1,343,289
554,1,341,283
555,1,341,279
556,1,343,273
557,1,345,273
558,1,346,273
559,1,346,275
560,1,346,279
561,1,346,281
562,1,346,285
563,1,348,289
564,1,352,300
565,1,352,309
566,1,352,317
567,1,352,326
568,1,352,336
569,1,350,357
570,1,352,368
571,1,350,379
572,1,350,383
573,1,348,383
574,1,348,381
575,1,346,379
576,1,345,381
577,1,343,381
578,1,341,385
579,1,337,387
580,1,335,387
581,1,333,387
582,1,333,389
583,1,333,389
584,1,333,389
585,1,333,389
586,1,333,389
587,1,333,389
588,1,333,389
589,1,333,389
590,1,335,389
591,1,337,389
592,1,341,389
593,0,0,0
594,0,0,0
595,0,0,0
596,0,0,0
597,0,0,0
598,0,0,0
599,0,0,0
600,0,0,0
601,0,0,0
602,1,551,39
603,1,84,43
604,1,76,39
605,1,88,41
606,1,91,37
607,1,75,47
608,1,93,37
609,1,75,45
610,1,91,43
611,1,90,45
612,0,0,0
613,0,0,0
614,0,0,0
615,0,0,0
616,0,0,0
617,0,0,0
618,0,0,0
619,0,0,0
620,0,0,0
621,0,0,0
622,0,0,0
623,0,0,0
624,0,0,0
625,0,0,0
626,0,0,0
627,0,0,0
628,0,0,0
629,0,0,0
630,0,0,0
631,0,0,0
632,0,0,0
633,0,0,0
634,0,0,0
635,0,0,0
636,0,0,0
637,0,0,0
638,0,0,0
639,0,0,0
640,0,0,0
641,0,0,0
642,0,0,0
643,0,0,0
644,0,0,0
645,0,0,0
646,0,0,0
647,0,0,0
648,0,0,0
649,0,0,0
650,0,0,0
651,0,0,0
652,0,0,0
653,0,0,0
654,0,0,0
655,0,0,0
656,0,0,0
657,0,0,0
658,0,0,0
659,0,0,0
660,0,0,0
661,0,0,0
662,0,0,0
663,0,0,0
664,0,0,0
665,0,0,0
666,0,0,0
667,0,0,0
668,0,0,0
669,0,0,0
670,0,0,0
671,0,0,0
672,0,0,0
673,0,0,0
674,0,0,0
675,0,0,0
676,0,0,0
677,0,0,0
678,0,0,0
679,0,0,0
680,0,0,0
681,0,0,0
682,0,0,0
683,0,0,0
684,0,0,0
685,0,0,0
686,0,0,0
687,0,0,0
688,0,0,0
689,0,0,0
690,0,0,0
691,0,0,0
692,0,0,0
693,0,0,0
694,0,0,0
695,0,0,0
696,0,0,0
697,0,0,0
698,0,0,0
699,0,0,0
700,0,0,0
701,0,0,0
702,0,0,0
703,0,0,0
704,0,0,0
705,0,0,0
706,0,0,0
707,0,0,0
708,0,0,0
709,0,0,0
710,0,0,0
711,0,0,0
712,0,0,0
713,0,0,0
714,0,0,0
715,0,0,0
716,0,0,0
717,0,0,0
718,0,0,0
719,0,0,0
720,0,0,0
721,1,498,298
722,1,495,289
723,1,489,283
724,1,481,281
725,1,476,279
726,1,472,279
727,1,463,277
728,1,459,279
729,1,453,281
730,1,450,285
731,1,444,290
732,1,435,304
733,1,431,309
734,0,0,0
735,0,0,0
736,1,420,268
737,1,414,219
738,1,412,202
739,1,412,188
740,1,410,179
741,1,408,171
742,1,408,160
743,1,406,156
744,1,406,153
745,1,406,153
746,1,406,151
747,1,406,153
748,1,406,154
749,1,406,156
750,1,406,158
751,1,406,162
752,1,406,166
753,1,408,175
754,1,408,181
755,1,408,188
756,1,408,194
757,1,408,202
758,1,410,215
759,1,412,222
760,1,412,230
761,1,412,239
762,1,412,249
763,1,397,255
764,1,390,256
765,1,382,258
766,1,376,262
767,1,371,266
768,1,365,270
769,1,354,283
770,1,348,290
771,1,343,300
772,1,337,309
773,1,331,321
774,1,346,311
775,1,360,292
776,1,371,285
777,1,378,281
778,1,386,277
779,1,397,273
780,1,405,273
781,1,408,273
782,1,412,275
783,1,416,279
784,1,421,285
785,1,425,290
786,1,427,294
787,1,431,300
788,1,433,306
789,1,435,309
790,1,442,290
791,1,444,279
792,1,446,275
793,1,448,273
794,1,450,270
795,1,453,266
796,1,455,266
797,1,457,268
798,1,459,270
799,1,461,273
800,1,463,283
801,1,465,290
802,0,0,0
803,0,0,0
804,1,451,264
805,1,436,230
806,1,431,219
807,1,427,209
808,1,423,204
809,1,420,198
810,1,418,196
811,1,414,192
812,1,412,192
813,1,410,192
814,1,408,194
815,1,408,196
816,1,405,200
817,1,405,205
818,1,405,209
819,1,403,213
820,1,403,219
821,1,403,230
822,1,403,238
823,1,403,243
824,1,403,251
825,1,420,228
826,1,450,185
827,1,465,168
828,1,476,151
829,1,487,137
830,1,498,126
831,1,510,115
832,1,530,100
833,1,540,92
834,1,549,88
835,1,558,83
836,1,570,81
837,1,586,81
838,1,596,83
839,1,607,85
840,1,616,88
841,1,624,96
842,1,645,113
843,1,652,124
844,1,661,136
845,1,671,151
846,1,678,166
847,0,0,0
848,0,0,0
849,1,641,241
850,1,631,249
851,1,626,255
852,1,620,260
853,1,615,272
854,1,613,277
855,1,611,283
856,1,611,289
857,1,609,294
858,1,607,306
859,1,607,311
860,1,611,306
861,1,613,292
862,1,615,283
863,1,622,273
864,1,624,270
865,1,626,266
866,1,630,264
867,1,631,264
868,1,635,264
869,1,639,268
870,1,641,270
871,1,645,275
872,1,646,281
873,1,648,289
874,1,652,306
875,1,654,315
876,1,656,324
877,1,652,323
878,1,645,307
879,1,637,289
880,1,633,281
881,1,633,277
882,1,631,273
883,1,633,272
884,1,631,272
885,1,630,273
886,1,628,277
887,1,628,281
888,1,628,285
889,1,624,294
890,1,624,302
891,1,624,307
892,1,624,317
893,1,624,324
894,1,624,332
895,1,624,351
896,1,624,357
897,1,611,306
898,1,603,260
899,1,600,230
900,1,588,175
901,1,585,153
902,1,581,132
903,1,577,113
904,1,573,96
905,1,566,66
906,1,564,52
907,1,560,43
908,1,556,34
909,1,555,24
910,1,549,11
911,1,545,7
912,1,543,3
913,1,540,3
914,1,538,1
915,1,532,3
916,1,526,7
917,1,525,11
918,1,521,18
919,1,517,28
920,1,513,37
921,1,510,62
922,1,506,77
923,1,504,92
924,1,502,111
925,1,500,128
926,0,0,0
927,0,0,0
928,1,545,283
929,1,549,296
930,1,553,306
931,1,556,321
932,1,558,328
933,1,560,332
934,1,564,317
935,1,562,306
936,1,566,292
937,1,566,273
938,1,568,268
939,1,570,260
940,1,570,256
941,1,571,253
942,1,573,247
943,1,573,245
944,1,575,247
945,1,575,247
946,1,577,251
947,1,577,258
948,1,579,264
949,1,579,272
950,1,581,277
951,1,586,273
952,1,594,264
953,1,600,262
954,1,603,262
955,1,603,262
956,1,603,264
957,1,603,268
958,1,607,275
959,1,609,279
960,1,611,283
961,1,611,290
962,1,613,298
963,1,615,313
964,1,616,321
965,1,616,330
966,1,618,340
967,1,618,349
968,1,620,357
969,1,624,340
970,1,624,330
971,1,626,324
972,1,630,315
973,1,631,304
974,1,631,300
975,1,633,296
976,1,633,294
977,1,633,292
978,1,633,292
979,1,635,292
980,1,635,294
981,1,637,298
982,1,637,304
983,1,637,307
984,1,637,313
985,1,637,315
986,1,637,317
987,1,637,319
988,1,635,324
989,1,635,340
990,1,635,347
991,0,0,0
992,0,0,0
993,0,0,0
994,0,0,0
995,0,0,0
996,0,0,0
997,0,0,0
998,0,0,0
999,0,0,0
1000,0,0,0
1001,0,0,0
1002,0,0,0
1003,0,0,0
1004,0,0,0
1005,0,0,0
1006,0,0,0
1007,0,0,0
1008,0,0,0
1009,0,0,0
1010,0,0,0
1011,0,0,0
1012,0,0,0
1013,0,0,0
1014,0,0,0
1015,1,633,387
1016,1,633,385
1017,1,635,385
1018,1,635,385
1019,0,0,0
1020,0,0,0
1021,0,0,0
1022,0,0,0
1023,0,0,0
1024,1,510,302
1025,1,513,294
1026,1,519,281
1027,1,521,279
1028,1,523,277
1029,1,526,275
1030,1,530,275
1031,1,534,277
1032,1,536,279
1033,1,540,283
1034,1,541,290
1035,1,545,296
1036,1,549,311
1037,0,0,0
1038,1,525,281
1039,1,510,251
1040,1,493,228
1041,1,481,211
1042,1,465,188
1043,1,457,179
1044,1,451,173
1045,1,446,170
1046,1,440,166
1047,1,433,162
1048,1,429,162
1049,1,427,162
1050,1,423,162
1051,1,421,164
1052,1,416,170
1053,1,416,173
1054,1,412,177
1055,1,412,183
1056,1,410,188
1057,1,408,200
1058,1,406,205
1059,1,405,213
1060,1,405,219
1061,1,405,226
1062,1,403,236
1063,1,403,251
1064,1,401,253
1065,1,401,215
1066,1,403,188
1067,1,403,168
1068,1,403,130
1069,1,403,113
1070,1,405,100
1071,1,405,90
1072,0,0,0
1073,1,406,58
1074,1,406,51
1075,1,408,45
1076,1,408,39
1077,1,408,35
1078,1,410,32
1079,1,410,32
1080,1,410,34
1081,1,410,35
1082,1,412,39
1083,1,410,47
1084,1,410,62
1085,1,410,77
1086,1,410,88
1087,1,410,103
1088,1,410,120
1089,1,410,156
1090,1,399,177
1091,1,386,185
1092,1,378,190
1093,1,373,198
1094,1,367,211
1095,1,363,219
1096,1,361,224
1097,1,360,232
1098,1,358,239
1099,1,356,255
1100,1,356,262
1101,1,354,270
1102,1,354,279
1103,1,354,285
1104,1,354,296
1105,1,352,315
1106,1,354,324
1107,1,354,334
1108,1,354,343
1109,1,354,353
1110,1,345,307
1111,1,339,283
1112,1,335,260
1113,1,331,239
1114,1,328,222
1115,1,320,190
1116,1,318,177
1117,1,313,164
1118,1,309,153
1119,1,307,143
1120,1,300,128
1121,1,298,122
1122,1,294,117
1123,1,290,115
1124,1,288,113
1125,1,283,111
1126,1,277,115
1127,1,271,119
1128,1,268,124
1129,1,264,132
1130,1,258,141
1131,1,253,164
1132,1,249,177
1133,1,245,192
1134,1,243,205
1135,1,307,239
1136,1,341,258
1137,1,350,264
1138,1,358,272
1139,1,363,275
1140,1,367,281
1141,1,375,290
1142,1,378,296
1143,1,382,302
1144,1,378,296
1145,1,371,283
1146,1,365,273
1147,1,356,262
1148,1,350,256
1149,1,345,253
1150,1,341,251
1151,1,337,251
1152,1,328,253
1153,1,324,256
1154,1,350,262
1155,1,380,258
1156,1,399,260
1157,1,425,264
1158,1,433,268
1159,1,440,272
1160,1,446,273
1161,1,451,277
1162,1,459,285
1163,1,470,279
1164,1,480,279
1165,1,489,275
1166,1,498,275
1167,1,506,277
1168,1,523,283
1169,1,530,285
1170,1,538,292
1171,1,545,298
1172,1,551,306
1173,1,538,285
1174,1,532,277
1175,1,530,273
1176,1,526,273
1177,1,525,275
1178,1,519,277
1179,1,517,279
1180,1,515,283
1181,1,513,285
1182,1,513,290
1183,1,511,304
1184,1,511,311
1185,0,0,0
1186,0,0,0
1187,0,0,0
1188,0,0,0
1189,0,0,0
1190,0,0,0
1191,0,0,0
1192,0,0,0
1193,1,500,311
1194,1,500,294
1195,1,498,289
1196,1,498,283
1197,1,496,281
1198,1,495,279
1199,1,495,277
1200,1,493,277
1201,1,491,279
1202,1,491,279
1203,1,491,285
1204,1,487,294
1205,1,487,300
1206,1,485,309
1207,1,485,317
1208,1,485,326
1209,1,485,336
1210,1,461,255
1211,1,455,236
1212,1,450,219
1213,1,446,205
1214,1,442,196
1215,1,438,179
1216,1,435,173
1217,1,433,170
1218,1,431,166
1219,1,429,164
1220,1,427,164
1221,1,425,164
1222,1,423,164
1223,1,423,166
1224,1,421,170
1225,1,420,175
1226,1,420,181
1227,1,420,185
1228,1,420,190
1229,1,418,196
1230,1,418,204
1231,1,418,217
1232,1,418,224
1233,1,395,241
1234,1,378,255
1235,1,363,266
1236,1,337,290
1237,1,326,302
1238,1,313,317
1239,1,301,332
1240,1,292,347
1241,0,0,0
1242,1,298,323
1243,1,315,292
1244,1,324,273
1245,1,333,258
1246,1,346,239
1247,1,352,234
1248,1,358,228
1249,1,363,226
1250,1,365,224
1251,1,369,224
1252,1,376,226
1253,1,378,228
1254,1,380,230
1255,1,384,234
1256,1,386,239
1257,1,391,249
1258,1,393,256
1259,1,395,264
1260,1,416,260
1261,1,433,258
1262,1,468,255
1263,1,483,255
1264,1,498,256
1265,1,513,260
1266,1,526,264
1267,1,555,275
1268,1,568,283
1269,1,558,247
1270,1,547,217
1271,1,543,200
1272,1,538,185
1273,1,532,171
1274,1,530,166
1275,1,528,164
1276,1,528,162
1277,1,526,162
1278,1,525,164
1279,1,525,166
1280,1,525,168
1281,1,525,171
1282,1,525,173
1283,1,525,183
1284,1,525,188
1285,1,525,194
1286,1,525,200
1287,1,525,207
1288,1,526,219
1289,1,526,226
1290,1,526,215
1291,1,523,177
1292,1,521,147
1293,1,521,124
1294,1,519,81
1295,1,521,64
1296,1,519,47
1297,1,519,32
1298,1,519,20
1299,0,0,0
1300,0,0,0
1301,0,0,0
1302,0,0,0
1303,0,0,0
1304,0,0,0
1305,0,0,0
1306,0,0,0
1307,0,0,0
1308,0,0,0
1309,0,0,0
1310,0,0,0
1311,0,0,0
1312,0,0,0
1313,1,515,5
1314,1,515,18
1315,1,515,49
1316,1,515,66
1317,1,515,83
1318,1,517,105
1319,1,517,126
1320,1,476,177
1321,1,463,188
1322,1,451,200
1323,1,444,211
1324,1,436,219
1325,1,427,234
1326,1,423,241
1327,1,421,249
1328,1,420,256
1329,1,416,264
1330,1,412,279
1331,1,412,289
1332,1,410,296
1333,1,410,306
1334,1,408,313
1335,1,408,321
1336,1,408,340
1337,0,0,0
1338,1,405,338
1339,1,405,323
1340,1,403,309
1341,1,405,290
1342,1,405,283
1343,1,403,277
1344,1,401,272
1345,1,401,268
1346,1,399,264
1347,1,397,262
1348,1,397,262
1349,1,397,262
1350,1,397,264
1351,1,395,270
1352,1,393,275
1353,1,393,279
1354,1,393,287
1355,1,391,294
1356,1,391,306
1357,1,390,324
1358,1,390,336
1359,1,391,343
1360,1,416,287
1361,1,433,251
1362,1,455,207
1363,1,465,190
1364,1,472,179
1365,1,480,168
1366,1,485,160
1367,1,495,149
1368,1,500,145
1369,1,504,141
1370,1,510,139
1371,1,513,139
1372,1,519,139
1373,1,523,139
1374,1,526,143
1375,1,528,145
1376,1,532,147
1377,1,536,151
1378,1,541,160
1379,1,543,166
1380,1,545,171
1381,1,547,177
1382,1,551,185
1383,1,555,198
1384,1,556,205
1385,1,558,213
1386,1,560,221
1387,1,577,194
1388,1,600,156
1389,1,609,141
1390,1,616,128
1391,1,626,117
1392,1,633,109
1393,1,650,94
1394,1,658,86
1395,1,665,83
1396,1,673,81
1397,1,680,79
1398,1,688,79
1399,1,703,81
1400,1,708,85
1401,1,716,90
1402,1,723,98
1403,1,731,105
1404,1,746,128
1405,1,753,141
1406,1,761,158
1407,1,766,175
1408,1,772,192
1409,1,690,96
1410,1,663,66
1411,1,646,47
1412,1,633,34
1413,1,626,24
1414,1,611,13
1415,1,605,11
1416,1,601,9
1417,1,598,9
1418,1,594,9
1419,1,592,11
1420,1,586,15
1421,1,585,17
1422,1,585,20
1423,1,583,26
1424,1,581,30
1425,1,579,41
1426,1,577,49
1427,1,577,54
1428,1,577,60
1429,1,575,68
1430,1,575,85
1431,1,575,92
1432,1,573,100
1433,1,573,109
1434,1,573,119
1435,1,573,136
1436,1,573,147
1437,1,573,156
1438,1,573,166
1439,1,573,175
1440,1,573,187
1441,1,573,207
1442,1,556,224
1443,1,534,239
1444,1,515,253
1445,1,498,268
1446,1,466,294
1447,1,451,309
1448,1,436,324
1449,1,423,341
1450,1,410,358
1451,1,386,394
1452,1,376,408
1453,1,375,362
1454,1,378,334
1455,1,380,309
1456,1,384,279
1457,1,384,270
1458,1,386,262
1459,1,388,256
1460,1,388,253
1461,1,390,249
1462,1,391,247
1463,1,391,247
1464,1,393,247
1465,1,393,249
1466,1,395,253
1467,1,397,260
1468,1,397,266
1469,1,397,272
1470,1,399,277
1471,1,401,283
1472,1,403,298
1473,1,399,294
1474,1,397,285
1475,1,395,281
1476,1,393,275
1477,1,390,268
1478,1,388,266
1479,1,388,264
1480,1,386,262
1481,1,384,264
1482,1,382,266
1483,1,376,272
1484,1,375,277
1485,1,373,283
1486,1,371,290
1487,1,369,298
1488,1,365,317
1489,1,363,328
1490,1,361,340
1491,1,361,351
1492,1,360,362
1493,1,363,253
1494,1,367,215
1495,1,369,185
1496,1,371,162
1497,1,373,143
1498,1,375,117
1499,1,376,107
1500,1,378,98
1501,1,380,90
1502,1,380,85
1503,1,382,81
1504,1,384,75
1505,1,386,73
1506,1,386,73
1507,1,388,71
1508,1,390,73
1509,1,391,75
1510,1,391,77
1511,1,393,81
1512,1,393,85
1513,1,395,90
1514,1,397,100
1515,1,399,105
1516,1,399,111
1517,1,401,119
1518,1,401,126
1519,1,405,141
1520,1,405,149
1521,1,405,158
1522,1,406,166
1523,1,406,173
1524,1,408,185
1525,1,410,202
1526,1,410,211
1527,1,412,221
1528,1,412,230
1529,1,412,241
1530,1,410,249
1531,1,403,239
1532,1,397,232
1533,1,393,226
1534,1,390,222
1535,1,382,219
1536,1,380,219
1537,1,376,219
1538,1,375,219
1539,1,371,221
1540,1,365,226
1541,1,363,232
1542,1,360,238
1543,1,358,245
1544,1,356,253
1545,1,352,260
1546,1,348,281
1547,1,345,292
1548,1,345,304
1549,1,341,317
1550,1,339,332
1551,0,0,0
1552,1,335,374
1553,0,0,0
1554,1,341,315
1555,1,348,279
1556,1,358,234
1557,1,361,219
1558,1,365,205
1559,1,367,194
1560,1,371,188
1561,1,375,175
1562,1,378,171
1563,1,380,170
1564,1,382,168
1565,1,384,168
1566,1,386,168
1567,1,390,170
1568,1,391,171
1569,1,393,173
1570,1,395,177
1571,1,397,181
1572,1,401,192
1573,1,403,196
1574,1,405,204
1575,1,406,209
1576,1,408,217
1577,1,410,230
1578,1,412,238
1579,1,414,245
1580,1,414,255
1581,1,416,264
1582,1,418,279
1583,1,412,238
1584,1,408,204
1585,1,405,177
1586,1,401,154
1587,1,401,134
1588,1,395,98
1589,1,393,83
1590,1,391,69
1591,1,390,58
1592,1,388,47
1593,1,384,30
1594,1,382,22
1595,1,382,17
1596,1,378,13
1597,1,378,9
1598,1,375,7
1599,1,371,7
1600,1,371,9
1601,1,367,13
1602,1,365,17
1603,1,361,32
1604,1,358,41
1605,1,356,52
1606,1,354,66
1607,1,352,79
1608,1,350,94
1609,1,346,132
1610,1,345,147
1611,1,444,226
1612,1,474,253
1613,1,493,268
1614,1,517,290
1615,1,525,300
1616,1,532,307
1617,1,538,315
1618,1,543,324
1619,1,551,338
1620,1,558,324
1621,1,562,313
1622,1,566,302
1623,1,570,292
1624,1,573,283
1625,1,577,279
1626,1,583,277
1627,1,586,275
1628,1,588,273
1629,1,592,272
1630,1,598,273
1631,1,601,277
1632,1,603,279
1633,1,607,285
1634,1,611,292
1635,1,615,307
1636,1,616,317
1637,1,620,326
1638,1,622,336
1639,1,624,345
1640,1,630,375
1641,0,0,0
1642,1,581,298
1643,1,562,266
1644,1,545,241
1645,1,525,207
1646,1,515,196
1647,1,508,187
1648,1,502,179
1649,1,495,173
1650,1,491,168
1651,1,481,162
1652,1,478,162
1653,1,474,160
1654,1,472,160
1655,1,468,162
1656,1,465,166
1657,1,461,168
1658,1,461,171
1659,1,457,175
1660,1,457,181
1661,1,453,190
1662,1,453,196
