Frame,Visibility,X,Y
3248,1,585,309
3249,0,0,0
3250,1,594,323
3251,1,600,332
3252,1,609,349
3253,1,603,340
3254,1,586,287
3255,1,573,255
3256,1,562,228
3257,1,541,183
3258,1,532,164
3259,1,525,147
3260,1,515,128
3261,1,506,115
3262,1,491,90
3263,1,481,81
3264,1,474,71
3265,1,465,64
3266,1,457,58
3267,1,448,54
3268,1,431,49
3269,1,421,49
3270,1,414,52
3271,1,405,56
3272,1,395,62
3273,1,378,77
3274,1,369,90
3275,1,361,103
3276,1,352,119
3277,1,345,136
3278,1,328,177
3279,1,320,200
3280,1,313,224
3281,1,305,251
3282,1,300,277
3283,0,0,0
3284,0,0,0
3285,0,0,0
3286,0,0,0
3287,0,0,0
3288,0,0,0
3289,0,0,0
3290,0,0,0
3291,0,0,0
3292,0,0,0
3293,0,0,0
3294,0,0,0
3295,0,0,0
3296,0,0,0
3297,0,0,0
3298,0,0,0
3299,0,0,0
3300,0,0,0
3301,0,0,0
3302,0,0,0
3303,0,0,0
3304,0,0,0
3305,0,0,0
3306,0,0,0
3307,0,0,0
3308,0,0,0
3309,0,0,0
3310,0,0,0
3311,0,0,0
3312,0,0,0
3313,0,0,0
3314,0,0,0
3315,0,0,0
3316,0,0,0
3317,0,0,0
3318,0,0,0
3319,0,0,0
3320,0,0,0
3321,0,0,0
3322,0,0,0
3323,0,0,0
3324,1,521,311
3325,1,525,292
3326,1,526,283
3327,1,526,279
3328,1,526,277
3329,1,528,275
3330,1,528,275
3331,1,530,275
3332,1,530,277
3333,1,532,281
3334,1,532,285
3335,1,532,290
3336,1,534,300
3337,1,534,307
3338,1,536,313
3339,1,536,319
3340,1,540,313
3341,1,543,292
3342,1,547,283
3343,1,547,275
3344,1,549,270
3345,1,551,264
3346,1,555,256
3347,1,556,255
3348,1,558,253
3349,1,560,255
3350,1,562,256
3351,1,564,258
3352,1,566,266
3353,1,568,272
3354,1,570,279
3355,1,571,285
3356,1,573,294
3357,1,577,313
3358,0,0,0
3359,1,577,330
3360,1,573,319
3361,1,571,307
3362,1,566,292
3363,1,564,289
3364,1,562,287
3365,1,558,283
3366,1,556,283
3367,1,553,281
3368,1,551,285
3369,1,551,289
3370,1,551,292
3371,1,549,296
3372,1,547,298
3373,1,547,315
3374,0,0,0
3375,0,0,0
3376,0,0,0
3377,0,0,0
3378,0,0,0
3379,0,0,0
3380,0,0,0
3381,0,0,0
3382,1,555,306
3383,1,562,289
3384,1,562,287
3385,1,562,289
3386,1,560,290
3387,1,560,294
3388,1,560,304
3389,1,560,311
3390,0,0,0
3391,0,0,0
3392,0,0,0
3393,0,0,0
3394,0,0,0
3395,0,0,0
3396,0,0,0
3397,0,0,0
3398,0,0,0
3399,0,0,0
3400,0,0,0
3401,0,0,0
3402,0,0,0
3403,0,0,0
3404,0,0,0
3405,0,0,0
3406,0,0,0
3407,0,0,0
3408,0,0,0
3409,0,0,0
3410,0,0,0
3411,0,0,0
3412,0,0,0
3413,0,0,0
3414,0,0,0
3415,0,0,0
3416,0,0,0
3417,0,0,0
3418,0,0,0
3419,0,0,0
3420,0,0,0
3421,0,0,0
3422,0,0,0
3423,0,0,0
3424,0,0,0
3425,0,0,0
3426,0,0,0
3427,0,0,0
3428,0,0,0
3429,0,0,0
3430,0,0,0
3431,0,0,0
3432,0,0,0
3433,0,0,0
3434,0,0,0
3435,0,0,0
3436,1,528,283
3437,1,530,277
3438,1,530,275
3439,1,530,273
3440,1,532,273
3441,1,534,275
3442,1,534,277
3443,1,536,279
3444,1,536,283
3445,1,538,290
3446,0,0,0
3447,0,0,0
3448,1,515,290
3449,1,506,283
3450,1,496,277
3451,1,478,272
3452,1,466,272
3453,1,457,272
3454,1,448,272
3455,1,438,273
3456,1,431,277
3457,1,414,285
3458,1,405,292
3459,1,395,298
3460,1,388,307
3461,1,380,315
3462,1,365,338
3463,0,0,0
3464,1,401,277
3465,1,418,249
3466,1,431,228
3467,1,450,198
3468,1,459,188
3469,1,465,181
3470,1,472,173
3471,1,478,170
3472,1,487,164
3473,1,493,162
3474,1,496,160
3475,1,502,162
3476,1,506,162
3477,1,510,164
3478,1,515,170
3479,1,519,171
3480,1,521,175
3481,1,525,181
3482,1,528,185
3483,1,534,196
3484,1,536,204
3485,1,540,211
3486,1,541,217
3487,1,521,222
3488,1,489,232
3489,1,474,238
3490,1,461,245
3491,1,450,251
3492,1,438,258
3493,1,416,275
3494,1,405,285
3495,1,393,298
3496,1,384,309
3497,1,378,321
3498,1,363,338
3499,1,345,366
3500,1,337,381
3501,1,339,347
3502,1,343,328
3503,1,346,311
3504,1,348,298
3505,1,350,292
3506,1,352,289
3507,1,352,287
3508,1,354,283
3509,1,356,281
3510,1,356,281
3511,1,356,283
3512,1,356,285
3513,1,358,289
3514,1,358,294
3515,1,358,298
3516,1,358,304
3517,1,358,309
3518,1,356,317
3519,1,356,324
3520,1,356,340
3521,1,358,349
3522,1,358,355
3523,1,358,341
3524,1,358,328
3525,1,360,304
3526,1,361,294
3527,1,361,289
3528,1,360,283
3529,1,360,277
3530,1,360,272
3531,1,360,270
3532,1,360,268
3533,1,360,268
3534,1,360,268
3535,1,360,272
3536,1,360,275
3537,1,360,281
3538,1,360,289
3539,1,360,294
3540,1,360,304
3541,1,360,324
3542,1,361,332
3543,1,367,279
3544,1,367,249
3545,1,371,226
3546,1,373,192
3547,1,375,181
3548,1,376,171
3549,1,378,162
3550,1,378,156
3551,1,382,147
3552,1,382,145
3553,1,384,143
3554,1,386,143
3555,1,386,143
3556,1,388,143
3557,1,390,145
3558,1,390,149
3559,1,391,151
3560,1,393,154
3561,1,393,160
3562,1,397,170
3563,1,397,177
3564,1,399,183
3565,1,399,190
3566,1,401,198
3567,1,403,213
3568,1,425,222
3569,1,448,228
3570,1,470,234
3571,1,489,241
3572,1,525,255
3573,1,540,262
3574,1,555,272
3575,1,570,279
3576,1,585,290
3577,1,611,311
3578,1,626,324
3579,1,637,338
3580,1,650,353
3581,1,661,368
3582,1,673,385
3583,1,686,400
3584,1,669,357
3585,1,660,330
3586,1,652,313
3587,1,643,300
3588,1,631,279
3589,1,626,273
3590,1,622,268
3591,0,0,0
3592,0,0,0
3593,1,607,260
3594,1,605,262
3595,1,603,264
3596,1,600,266
3597,1,598,270
3598,1,594,279
3599,1,592,283
3600,1,592,290
3601,1,590,298
3602,1,588,306
3603,1,588,313
3604,0,0,0
3605,1,594,298
3606,1,594,289
3607,1,596,279
3608,1,598,272
3609,1,603,260
3610,1,605,256
3611,1,607,256
3612,1,607,255
3613,1,609,255
3614,1,613,256
3615,1,615,258
3616,1,618,260
3617,1,620,266
3618,1,622,272
3619,1,626,285
3620,1,626,294
3621,1,628,304
3622,1,630,313
3623,1,631,324
3624,0,0,0
3625,1,568,238
3626,1,549,217
3627,1,536,200
3628,1,523,185
3629,1,513,173
3630,1,496,158
3631,1,489,153
3632,1,481,147
3633,1,476,145
3634,1,470,143
3635,1,461,141
3636,1,457,141
3637,1,453,143
3638,1,450,143
3639,1,446,147
3640,1,440,153
3641,1,438,156
3642,1,435,162
3643,1,433,168
3644,1,431,173
3645,1,429,179
3646,1,425,192
3647,1,423,200
3648,1,421,207
3649,1,420,215
3650,1,420,224
3651,1,418,241
3652,1,416,249
3653,1,414,256
3654,1,410,251
3655,1,406,249
3656,1,401,249
3657,1,399,249
3658,1,397,249
3659,1,393,253
3660,1,391,256
3661,1,386,266
3662,1,384,273
3663,1,382,281
3664,1,380,290
3665,1,378,300
3666,1,391,298
3667,1,416,279
3668,1,427,275
3669,1,435,273
3670,1,440,273
3671,1,446,273
3672,1,455,277
3673,1,459,281
3674,1,461,285
3675,1,466,289
3676,1,468,292
3677,1,474,302
3678,1,476,307
3679,1,480,311
3680,1,498,289
3681,1,511,277
3682,1,538,255
3683,1,549,247
3684,1,560,239
3685,1,571,234
3686,1,583,230
3687,1,594,228
3688,1,615,224
3689,1,624,226
3690,1,633,228
3691,1,645,232
3692,1,654,238
3693,1,673,249
3694,1,682,256
3695,1,652,209
3696,1,637,188
3697,1,626,173
3698,1,611,154
3699,1,605,151
3700,1,601,147
3701,1,598,145
3702,1,594,143
3703,1,588,145
3704,1,586,147
3705,1,585,149
3706,1,585,151
3707,1,583,154
3708,1,581,158
3709,1,581,168
3710,1,579,173
3711,1,579,179
3712,1,577,185
3713,1,577,192
3714,1,577,207
3715,1,575,215
3716,1,545,228
3717,1,523,238
3718,1,504,249
3719,1,468,270
3720,1,453,283
3721,1,436,294
3722,1,421,309
3723,1,410,321
3724,1,378,357
3725,1,371,334
3726,1,375,309
3727,1,375,294
3728,1,375,289
3729,1,373,279
3730,1,373,270
3731,1,373,266
3732,1,373,266
3733,1,373,266
3734,1,373,268
3735,1,373,272
3736,1,373,275
3737,1,373,279
3738,1,373,283
3739,1,373,289
3740,1,375,300
3741,1,375,306
3742,1,375,313
3743,0,0,0
3744,0,0,0
3745,0,0,0
3746,1,376,353
3747,1,376,341
3748,0,0,0
3749,1,375,311
3750,1,375,302
3751,1,371,289
3752,1,371,281
3753,1,369,275
3754,1,369,272
3755,1,367,268
3756,1,367,266
3757,1,365,264
3758,1,365,264
3759,1,363,268
3760,1,363,270
3761,1,361,279
3762,1,361,285
3763,1,360,292
3764,1,360,302
3765,1,363,275
3766,1,367,239
3767,1,367,228
3768,1,367,219
3769,1,369,211
3770,1,371,207
3771,1,371,204
3772,1,373,200
3773,1,373,200
3774,1,375,200
3775,1,375,200
3776,1,375,202
3777,1,376,207
3778,1,378,211
3779,1,378,215
3780,1,378,219
3781,1,380,224
3782,1,382,236
3783,1,382,241
3784,1,382,249
3785,1,384,256
3786,1,384,264
3787,1,386,279
3788,1,388,285
3789,1,388,294
3790,1,388,304
3791,1,390,311
3792,1,390,319
3793,0,0,0
3794,0,0,0
3795,1,382,307
3796,1,380,298
3797,1,378,289
3798,1,373,275
3799,1,371,270
3800,1,369,266
3801,1,367,262
3802,1,363,260
3803,1,361,260
3804,1,360,260
3805,1,358,262
3806,1,356,264
3807,1,352,268
3808,1,350,279
3809,1,348,285
3810,1,345,294
3811,1,343,302
3812,1,341,313
3813,1,341,323
3814,1,345,287
3815,1,348,260
3816,1,352,245
3817,1,356,232
3818,1,356,221
3819,1,361,207
3820,1,363,202
3821,1,365,198
3822,1,367,196
3823,1,369,194
3824,1,371,194
3825,1,373,194
3826,1,375,196
3827,1,375,198
3828,1,376,202
3829,1,378,207
3830,1,380,213
3831,1,382,219
3832,1,382,224
3833,1,384,230
3834,1,386,238
3835,1,388,251
3836,1,390,258
3837,1,390,266
3838,1,391,275
3839,1,401,272
3840,1,427,255
3841,1,438,249
3842,1,448,245
3843,1,457,241
3844,1,466,239
3845,1,485,236
3846,1,493,236
3847,1,502,238
3848,1,510,239
3849,1,517,241
3850,1,530,251
3851,1,540,256
3852,1,545,264
3853,1,553,272
3854,1,558,279
3855,1,566,290
3856,1,577,311
3857,1,583,323
3858,1,586,334
3859,1,549,283
3860,1,526,258
3861,1,495,224
3862,1,481,211
3863,1,472,204
3864,1,463,196
3865,1,455,192
3866,1,442,185
3867,1,436,183
3868,1,431,183
3869,1,427,183
3870,1,423,185
3871,1,416,187
3872,1,412,190
3873,1,410,194
3874,1,406,198
3875,1,405,202
3876,1,403,207
3877,1,399,219
3878,1,397,224
3879,1,395,232
3880,1,393,238
3881,1,393,247
3882,1,391,262
3883,1,412,232
3884,1,427,211
3885,1,440,194
3886,1,453,181
3887,1,476,156
3888,1,487,147
3889,1,498,139
3890,1,510,132
3891,1,519,128
3892,1,540,120
3893,1,551,119
3894,1,560,119
3895,1,571,120
3896,1,581,122
3897,1,592,128
3898,1,613,139
3899,1,624,151
3900,1,635,160
3901,1,645,173
3902,1,652,185
3903,1,615,247
3904,1,605,256
3905,1,601,266
3906,1,596,275
3907,1,594,281
3908,1,588,294
3909,1,588,300
3910,1,586,306
3911,1,585,313
3912,0,0,0
3913,1,590,309
3914,1,596,296
3915,1,598,290
3916,1,601,285
3917,1,605,279
3918,1,609,273
3919,1,615,268
3920,1,618,266
3921,1,622,266
3922,1,624,266
3923,1,628,268
3924,1,633,275
3925,1,637,279
3926,1,641,287
3927,1,643,294
3928,1,645,304
3929,1,650,324
3930,1,652,334
3931,1,645,313
3932,1,639,298
3933,1,637,287
3934,1,628,268
3935,1,626,266
3936,1,626,264
3937,1,624,262
3938,1,622,262
3939,1,620,262
3940,1,616,264
3941,1,615,268
3942,1,613,272
3943,1,613,277
3944,1,611,283
3945,1,609,296
3946,1,609,304
3947,1,607,311
3948,0,0,0
3949,0,0,0
3950,0,0,0
3951,1,611,324
3952,1,613,313
3953,1,615,304
3954,1,616,298
3955,1,622,287
3956,1,624,283
3957,1,626,279
3958,1,626,277
3959,1,628,277
3960,1,630,277
3961,1,630,281
3962,1,631,283
3963,1,631,287
3964,1,631,290
3965,1,633,298
3966,1,635,311
3967,1,637,319
3968,1,637,328
3969,1,639,338
3970,1,641,345
3971,1,585,188
3972,1,570,149
3973,1,556,119
3974,1,547,96
3975,1,538,77
3976,1,525,45
3977,1,517,32
3978,1,511,24
3979,1,508,15
3980,1,504,9
3981,0,0,0
3982,0,0,0
3983,0,0,0
3984,0,0,0
3985,0,0,0
3986,0,0,0
3987,0,0,0
3988,0,0,0
3989,0,0,0
3990,0,0,0
3991,0,0,0
3992,0,0,0
3993,0,0,0
3994,0,0,0
3995,0,0,0
3996,0,0,0
3997,0,0,0
3998,0,0,0
3999,0,0,0
4000,0,0,0
4001,0,0,0
4002,1,457,96
4003,1,455,113
4004,1,455,124
4005,1,455,132
4006,1,455,143
4007,1,455,153
4008,1,453,171
4009,1,453,183
4010,1,453,192
4011,1,453,204
4012,1,453,213
4013,1,483,230
4014,1,504,234
4015,1,521,238
4016,1,536,243
4017,1,549,249
4018,1,575,260
4019,1,588,268
4020,1,600,277
4021,1,611,287
4022,1,622,296
4023,1,631,307
4024,1,654,332
4025,1,663,347
4026,1,673,362
4027,1,680,375
4028,1,673,349
4029,1,658,307
4030,1,652,294
4031,1,648,287
4032,1,645,279
4033,1,639,275
4034,1,633,268
4035,1,631,266
4036,1,628,264
4037,1,626,266
4038,1,622,268
4039,1,618,272
4040,1,618,275
4041,1,615,281
4042,1,615,287
4043,0,0,0
4044,0,0,0
4045,0,0,0
4046,0,0,0
4047,0,0,0
4048,0,0,0
4049,1,586,289
4050,1,566,253
4051,1,556,238
4052,1,547,222
4053,1,540,209
4054,1,530,196
4055,1,513,177
4056,1,506,170
4057,1,498,164
4058,1,491,160
4059,1,483,156
4060,1,468,154
4061,1,461,156
4062,1,453,158
4063,1,446,162
4064,1,438,170
4065,1,431,177
4066,1,418,198
4067,1,410,211
4068,1,405,224
4069,1,436,245
4070,1,453,253
4071,1,470,262
4072,1,476,266
4073,1,480,270
4074,1,483,273
4075,1,485,277
4076,1,489,281
4077,1,487,273
4078,1,483,268
4079,1,483,266
4080,1,483,264
4081,1,481,264
4082,1,480,266
4083,1,480,268
4084,1,480,272
4085,1,480,275
4086,1,478,281
4087,1,476,294
4088,1,476,304
4089,1,476,311
4090,0,0,0
4091,0,0,0
4092,0,0,0
4093,0,0,0
4094,1,461,315
4095,1,453,272
4096,1,446,241
4097,1,435,198
4098,1,431,183
4099,1,429,170
4100,1,427,160
4101,1,423,153
4102,1,420,141
4103,1,418,137
4104,1,416,134
4105,1,416,132
4106,1,414,132
4107,1,414,132
4108,1,412,134
4109,1,412,136
4110,1,410,137
4111,1,410,141
4112,1,410,145
4113,1,408,154
4114,1,408,162
4115,1,408,168
4116,1,408,173
4117,1,408,181
4118,1,408,196
4119,1,408,204
4120,1,408,211
4121,1,408,221
4122,1,401,232
4123,1,382,247
4124,1,373,255
4125,1,363,264
4126,1,356,272
4127,1,348,281
4128,1,341,292
4129,1,328,315
4130,1,322,328
4131,1,315,341
4132,1,309,357
4133,1,303,372
4134,1,292,404
4135,1,292,398
4136,1,300,364
4137,1,303,340
4138,1,307,319
4139,1,316,292
4140,1,318,283
4141,1,322,273
4142,1,326,268
4143,1,328,262
4144,1,331,258
4145,1,333,256
4146,1,335,256
4147,1,337,256
4148,1,339,258
4149,1,341,260
4150,1,345,268
4151,1,346,273
4152,1,348,279
4153,1,348,283
4154,1,369,285
4155,1,405,275
4156,1,420,273
4157,1,435,273
4158,1,450,273
4159,1,465,275
4160,1,491,281
4161,1,502,285
4162,1,515,290
4163,1,526,296
4164,1,538,304
4165,1,556,317
4166,1,571,330
4167,1,581,340
4168,0,0,0
4169,1,601,364
4170,1,611,377
4171,1,594,290
4172,1,588,262
4173,1,583,239
4174,1,577,222
4175,1,575,207
4176,1,570,188
4177,1,566,181
4178,1,564,173
4179,1,562,170
4180,1,560,166
4181,1,558,162
4182,1,556,162
4183,1,556,162
4184,1,555,162
4185,1,555,164
4186,1,555,170
4187,1,553,173
4188,1,553,177
4189,1,553,181
4190,1,551,187
4191,1,551,192
4192,1,551,204
4193,1,551,211
4194,1,551,219
4195,1,551,226
4196,1,553,234
4197,1,553,251
4198,1,553,258
4199,1,553,268
4200,1,553,275
4201,1,553,285
4202,0,0,0
4203,0,0,0
4204,0,0,0
4205,0,0,0
4206,0,0,0
4207,0,0,0
4208,0,0,0
4209,0,0,0
4210,0,0,0
4211,0,0,0
4212,0,0,0
4213,0,0,0
4214,0,0,0
4215,0,0,0
4216,0,0,0
4217,0,0,0
4218,0,0,0
4219,0,0,0
4220,0,0,0
4221,0,0,0
4222,0,0,0
4223,0,0,0
4224,0,0,0
4225,0,0,0
4226,0,0,0
4227,0,0,0
4228,0,0,0
4229,0,0,0
4230,0,0,0
4231,0,0,0
4232,0,0,0
4233,0,0,0
4234,0,0,0
4235,0,0,0
4236,0,0,0
4237,0,0,0
4238,0,0,0
4239,0,0,0
4240,0,0,0
4241,0,0,0
4242,0,0,0
4243,0,0,0
4244,0,0,0
4245,0,0,0
4246,0,0,0
4247,0,0,0
4248,0,0,0
4249,0,0,0
4250,0,0,0
4251,0,0,0
4252,0,0,0
4253,0,0,0
4254,0,0,0
4255,0,0,0
4256,0,0,0
4257,0,0,0
4258,0,0,0
4259,0,0,0
4260,0,0,0
4261,0,0,0
4262,0,0,0
4263,0,0,0
4264,0,0,0
4265,0,0,0
4266,0,0,0
4267,0,0,0
4268,0,0,0
4269,1,493,287
4270,1,481,273
4271,1,476,272
4272,1,470,268
4273,1,466,268
4274,1,463,268
4275,1,459,268
4276,1,453,273
4277,1,451,277
4278,1,450,281
4279,0,0,0
4280,1,444,292
4281,1,442,306
4282,1,440,313
4283,1,436,315
4284,0,0,0
4285,1,420,268
4286,1,406,238
4287,1,401,224
4288,1,393,211
4289,1,388,202
4290,1,382,192
4291,1,369,179
4292,1,363,173
4293,1,358,170
4294,1,352,168
4295,1,346,168
4296,1,341,168
4297,1,328,173
4298,1,322,181
4299,1,316,188
4300,1,311,196
4301,1,305,207
4302,1,294,232
4303,1,315,213
4304,1,331,188
4305,1,345,173
4306,1,356,166
4307,1,367,156
4308,1,373,154
4309,1,376,154
4310,1,380,154
4311,1,382,156
4312,1,388,160
4313,1,390,162
4314,1,393,166
4315,1,395,170
4316,1,397,175
4317,1,399,181
4318,1,403,192
4319,1,405,198
4320,1,405,204
4321,1,408,211
4322,1,408,217
4323,1,433,230
4324,1,451,236
4325,1,468,238
4326,1,485,243
4327,1,500,249
4328,1,528,260
4329,1,541,268
4330,1,555,275
4331,1,566,285
4332,1,579,296
4333,1,603,319
4334,1,615,334
4335,1,622,343
4336,1,624,324
4337,1,618,306
4338,1,616,292
4339,1,615,277
4340,1,613,273
4341,1,611,270
4342,1,611,268
4343,1,609,268
4344,1,609,268
4345,1,607,272
4346,1,607,273
4347,1,607,279
4348,1,607,283
4349,1,605,294
4350,1,605,302
4351,1,605,307
4352,1,605,315
4353,1,605,324
4354,1,605,341
4355,0,0,0
4356,1,615,328
4357,1,624,298
4358,1,633,270
4359,1,641,247
4360,1,656,207
4361,1,663,188
4362,1,671,173
4363,1,676,160
4364,1,684,147
4365,1,697,126
4366,1,703,117
4367,1,708,109
4368,1,716,103
4369,1,721,100
4370,1,733,96
4371,1,738,94
4372,1,746,96
4373,1,751,98
4374,1,757,103
4375,1,770,117
4376,1,776,126
4377,1,783,137
4378,1,789,151
4379,1,795,166
4380,1,800,181
4381,1,759,168
4382,1,710,134
4383,1,680,113
4384,1,661,102
4385,1,648,94
4386,1,628,85
4387,1,620,83
4388,1,615,81
4389,1,609,81
4390,1,603,83
4391,1,598,86
4392,1,596,88
4393,1,592,92
4394,1,590,96
4395,1,588,100
4396,1,585,109
4397,1,585,115
4398,1,583,120
4399,1,581,128
4400,1,581,134
4401,1,581,141
4402,1,579,156
4403,1,577,164
4404,1,577,171
4405,1,577,181
4406,1,577,188
4407,1,577,207
4408,1,577,217
4409,1,577,228
4410,1,588,232
4411,1,594,238
4412,1,609,249
4413,1,615,255
4414,1,620,260
4415,1,626,268
4416,1,630,275
4417,1,641,294
4418,1,645,307
4419,1,648,319
4420,1,654,332
4421,1,658,345
4422,1,661,360
4423,1,637,349
4424,1,624,328
4425,1,611,309
4426,1,601,300
4427,1,592,290
4428,1,575,281
4429,1,568,277
4430,1,562,273
4431,1,556,273
4432,1,551,273
4433,1,543,275
4434,1,538,279
4435,1,536,283
4436,1,532,285
4437,1,528,292
4438,1,525,302
4439,1,521,309
4440,1,519,315
4441,1,519,323
4442,0,0,0
4443,0,0,0
4444,1,528,309
4445,1,536,279
4446,1,547,253
4447,1,555,230
4448,1,564,209
4449,1,579,173
4450,1,588,158
4451,1,594,143
4452,1,601,132
4453,1,609,120
4454,1,624,102
4455,1,630,94
4456,1,637,88
4457,1,645,85
4458,1,652,81
4459,1,667,79
4460,1,675,81
4461,1,682,85
4462,1,690,90
4463,1,697,98
4464,1,705,105
4465,1,718,128
4466,1,725,143
4467,1,733,160
4468,1,736,173
4469,1,697,209
4470,1,663,230
4471,1,654,239
4472,1,646,247
4473,1,641,253
4474,1,635,262
4475,1,626,275
4476,1,622,283
4477,1,620,289
4478,1,616,296
4479,1,615,306
4480,1,611,319
4481,1,609,328
4482,1,609,336
4483,1,607,345
4484,0,0,0
4485,0,0,0
4486,0,0,0
4487,0,0,0
4488,1,556,294
4489,1,547,287
4490,1,538,277
4491,1,521,266
4492,1,511,260
4493,1,504,256
4494,1,496,255
4495,1,489,253
4496,1,474,255
4497,1,466,256
4498,1,459,260
4499,1,451,264
4500,1,444,270
4501,1,433,283
4502,1,425,292
4503,1,420,302
4504,1,414,309
4505,1,408,319
4506,1,401,336
4507,1,399,292
4508,1,401,272
4509,1,401,255
4510,1,401,243
4511,1,401,234
4512,1,401,219
4513,1,401,215
4514,1,403,211
4515,1,403,209
4516,1,405,209
4517,1,405,209
4518,1,405,211
4519,1,406,213
4520,1,406,215
4521,1,408,219
4522,1,382,255
4523,1,373,270
4524,1,365,285
4525,1,356,302
4526,1,346,319
4527,1,341,336
4528,1,331,358
4529,1,343,334
4530,1,356,313
4531,1,360,302
4532,1,365,294
4533,1,375,283
4534,1,378,279
4535,1,380,279
4536,1,384,279
4537,1,386,279
4538,1,390,283
4539,1,393,285
4540,1,395,290
4541,1,397,294
4542,1,399,300
4543,1,403,311
4544,1,405,319
4545,1,406,326
4546,1,406,332
4547,1,408,340
4548,0,0,0
4549,0,0,0
4550,1,401,294
4551,1,397,273
4552,1,395,256
4553,1,393,238
4554,1,390,211
4555,1,386,196
4556,1,384,187
4557,1,382,177
4558,1,380,168
4559,1,376,156
4560,1,375,153
4561,1,373,149
4562,1,371,147
4563,1,369,147
4564,1,363,153
4565,1,361,158
4566,1,360,164
4567,1,356,173
4568,1,354,185
4569,1,352,196
4570,1,360,179
4571,1,360,164
4572,1,363,156
4573,1,365,151
4574,1,367,149
4575,1,369,149
4576,1,371,149
4577,1,371,151
4578,1,373,153
4579,1,375,154
4580,1,376,162
4581,1,376,166
4582,1,378,170
4583,1,378,175
4584,1,378,181
4585,1,382,192
4586,1,382,198
4587,1,382,205
4588,1,384,211
4589,1,386,219
4590,1,386,226
4591,1,386,238
4592,1,375,219
4593,1,369,205
4594,1,363,196
4595,1,358,187
4596,1,348,173
4597,1,345,170
4598,1,339,166
4599,1,335,164
4600,1,331,162
4601,1,322,164
4602,1,318,168
4603,1,315,171
4604,1,311,177
4605,1,305,185
4606,1,298,204
4607,1,294,215
4608,1,346,217
4609,1,384,213
4610,1,410,217
4611,1,431,219
4612,1,463,226
4613,1,476,232
4614,1,485,236
4615,1,495,241
4616,1,504,247
4617,1,517,258
4618,1,523,264
4619,1,528,272
4620,1,534,279
4621,1,538,285
4622,1,547,302
4623,1,551,309
4624,0,0,0
4625,1,558,328
4626,1,560,338
4627,0,0,0
4628,1,583,290
4629,1,592,270
4630,1,600,251
4631,1,607,234
4632,1,615,221
4633,1,630,196
4634,1,635,185
4635,1,643,177
4636,1,648,168
4637,1,656,162
4638,1,669,154
4639,1,676,153
4640,1,682,153
4641,1,690,154
4642,1,697,156
4643,1,710,166
4644,1,716,173
4645,1,721,183
4646,1,695,192
4647,1,678,192
4648,1,661,207
4649,1,654,211
4650,1,648,217
4651,1,645,222
4652,1,641,228
4653,1,637,236
4654,1,633,247
4655,1,630,255
4656,1,630,262
4657,1,628,268
4658,1,626,277
4659,1,624,292
4660,1,622,302
4661,1,622,309
4662,0,0,0
4663,0,0,0
4664,0,0,0
4665,0,0,0
4666,0,0,0
4667,1,631,294
4668,1,637,268
4669,1,646,230
4670,1,650,213
4671,1,652,200
4672,1,656,187
4673,1,660,175
4674,1,663,166
4675,1,671,151
4676,1,675,143
4677,1,678,139
4678,1,682,136
4679,1,686,134
4680,1,691,136
4681,1,695,137
4682,1,699,141
4683,1,701,149
4684,1,705,156
4685,1,710,177
4686,1,712,187
4687,1,667,226
4688,1,650,241
4689,1,639,251
4690,1,626,266
4691,1,620,272
4692,1,616,277
4693,1,613,283
4694,1,611,290
4695,1,607,296
4696,1,603,309
4697,1,601,317
4698,0,0,0
4699,1,600,330
4700,1,600,336
4701,1,575,298
4702,1,566,289
4703,1,555,277
4704,1,547,268
4705,1,538,258
4706,1,521,245
4707,1,513,239
4708,1,506,238
4709,1,498,234
4710,1,491,232
4711,1,476,232
4712,1,468,234
4713,1,463,238
4714,1,455,241
4715,1,450,245
4716,1,442,253
4717,1,431,268
4718,1,423,275
4719,1,420,285
4720,1,412,298
4721,1,408,307
4722,1,397,336
4723,1,390,338
4724,1,388,315
4725,1,382,306
4726,1,380,294
4727,1,376,277
4728,1,375,272
4729,1,375,268
4730,1,376,266
4731,1,376,266
4732,1,376,266
4733,1,375,268
4734,1,375,272
4735,1,375,275
4736,1,375,279
4737,1,375,285
4738,1,375,298
4739,1,375,304
4740,1,375,311
4741,0,0,0
4742,0,0,0
4743,0,0,0
4744,1,376,357
4745,1,373,338
4746,0,0,0
4747,1,361,272
4748,1,352,221
4749,1,346,200
4750,1,343,179
4751,1,339,162
4752,1,337,147
4753,1,330,119
4754,1,326,105
4755,1,322,94
4756,1,318,85
4757,1,316,77
4758,1,313,71
4759,1,307,62
4760,1,303,58
4761,1,300,58
4762,1,296,58
4763,1,292,62
4764,1,285,69
4765,1,281,79
4766,1,277,86
4767,1,271,98
4768,1,268,109
4769,1,262,139
4770,1,256,158
4771,1,255,177
4772,1,251,200
4773,1,247,219
4774,1,296,224
4775,1,311,224
4776,1,320,226
4777,1,330,226
4778,1,335,230
4779,1,341,234
4780,1,348,241
4781,1,352,245
4782,1,356,251
4783,1,358,256
4784,1,361,262
4785,1,365,273
4786,1,367,281
4787,1,369,289
4788,1,371,296
4789,1,373,304
4790,1,376,311
4791,1,373,300
4792,1,369,287
4793,1,369,275
4794,1,369,268
4795,1,369,251
4796,1,367,245
4797,1,365,241
4798,1,363,238
4799,1,363,236
4800,1,361,234
4801,1,361,234
