object,coverage_pct,total_distance_m,mean_speed_mps,max_speed_mps,speed_sd_mps,mean_abs_acceleration_mps2,stationary_ratio_pct,court_convex_hull_area_m2
shuttle,97.24970023980816,8602678.0,13953.521064574143,2170636.9453125,,,,
near_player,97.72931654676259,1281.342529296875,2.072411628298888,51.044055461883545,2.2243874786937448,23.10864762497515,4.759704251386322,26.281118940111014
far_player,53.80695443645084,532.285888671875,1.689285579298237,84.27872800827026,2.7669407518548157,27.258022352974827,6.5437509445368,27.752212613451782
