frame,time_sec,ball_x,ball_y,ball_visible,ball_court_x_m,ball_court_y_m,ball_speed_mps,ball_direction_change_deg,ball_jump_flag,player_near_x,player_near_y,player_far_x,player_far_y,player_near_track_id,player_far_track_id,player_near_source,player_far_source
184,8.761911,484.0,51.0,1,2.9221,71.7182,111.2983,0.8535,1,-1,-1,-1,-1,-1,-1,missing,missing
185,8.809530,483.0,60.0,1,2.9538,77.1507,114.0831,0.811,1,-1,-1,488.06,474.89,-1,57,missing,detect
186,8.857149,478.0,86.0,1,3.2121,103.2,547.0625,0.2341,1,-1,-1,489.07,456.29,-1,57,missing,detect
187,8.904768,474.0,99.0,1,3.5673,128.9105,539.9715,0.2233,1,-1,-1,490.64,442.83,-1,57,missing,detect
188,8.952388,472.0,117.0,1,4.3214,214.5772,1799.0701,0.2872,1,-1,-1,490.53,435.02,-1,57,missing,detect
189,9.000007,468.0,136.0,1,16.4616,1404.9764,24999.664,0.0799,1,-1,-1,487.6,434.67,-1,57,missing,detect
190,9.047626,433.0,222.0,1,1.3168,-26.625,30065.2899,179.9782,1,-1,-1,484.54,439.72,-1,57,missing,detect
191,9.095245,410.0,277.0,1,1.5184,-6.439,423.928,179.9661,1,-1,-1,477.11,454.3,-1,57,missing,detect
192,9.142864,405.0,289.0,1,1.5431,-4.0025,51.1683,0.0076,0,-1,-1,473.51,469.12,-1,57,missing,detect
193,9.190483,401.0,302.0,1,1.589,-1.7679,46.9357,0.5961,0,-1,-1,471.28,483.5,-1,57,missing,detect
194,9.238102,399.0,311.0,1,1.6286,-0.4189,28.343,0.5078,0,-1,-1,467.55,499.54,-1,57,missing,detect
195,9.285721,397.0,318.0,1,1.6501,0.5366,20.07,0.3981,0,-1,-1,458.95,513.43,-1,57,missing,detect
196,9.333340,393.0,336.0,1,1.7137,2.6817,45.0664,0.4143,0,-1,-1,454.62,520.68,-1,57,missing,detect
197,9.380959,393.0,340.0,1,1.7382,3.1062,8.9292,1.5938,0,-1,-1,453.86,523.32,-1,57,missing,detect
198,9.428578,393.0,347.0,1,1.7787,3.8098,14.7996,0.0,0,-1,-1,451.88,524.01,-1,57,missing,detect
199,9.476197,391.0,357.0,1,1.8074,4.7365,19.4704,1.5144,0,-1,-1,450.0,524.22,-1,57,missing,detect
200,9.523816,393.0,352.0,1,1.8059,4.284,9.5021,178.4101,0,-1,-1,451.89,523.01,-1,57,missing,detect
201,9.571436,392.0,336.0,1,1.7001,2.6817,33.7218,3.5881,0,-1,-1,455.0,520.08,-1,57,missing,detect
202,9.619055,403.0,318.0,1,1.7397,0.5366,45.0543,4.835,0,-1,-1,449.88,506.93,-1,57,missing,detect
203,9.666674,403.0,309.0,1,1.6761,-0.7063,26.1356,3.9875,0,-1,-1,445.83,497.95,-1,57,missing,detect
204,9.714293,408.0,308.0,1,1.7478,-0.8526,3.4207,29.0328,0,-1,-1,444.13,491.33,-1,57,missing,detect
205,9.761912,419.0,284.0,1,1.7532,-4.9687,86.4379,26.0275,0,-1,-1,443.88,487.53,-1,57,missing,detect
206,9.809531,421.0,275.0,1,1.7139,-6.8869,40.2903,1.2486,0,-1,-1,444.02,483.0,-1,57,missing,detect
207,9.857150,420.0,230.0,1,1.0774,-22.1717,321.2596,1.2113,1,-1,-1,443.02,475.6,-1,57,missing,detect
208,9.904769,432.0,214.0,1,1.1078,-32.0289,207.0024,2.5613,1,-1,-1,442.5,466.55,-1,57,missing,detect
209,9.952388,444.0,184.0,1,0.5985,-69.4217,785.3209,0.9572,1,-1,-1,442.19,459.61,-1,57,missing,detect
